Designator,Mid X,Mid Y,Rotation,Layer
C1,6.8625,-11.5275,270.0,top
C2,8.8625,-11.5275,270.0,top
C3,3.7,-4.25,270.0,top
C4,4.7,-4.25,270.0,top
C5,7.8625,-11.5275,270.0,top
C6,9.9,-11.5275,270.0,top
C7,10.9,-11.53,270.0,top
J3,1.9,-1.875,0.0,top
J4,11.2,-3.61,0.0,top
L1,7.5,-2.8775,0.0,top
Q1,2.15,-10.7375,270.0,top
R1,5.8625,-11.5275,90.0,top
R2,4.8125,-11.5275,90.0,top
R3,10.8,-1.25,0.0,top
R4,4.2,-2.8,180.0,top
U1,6.6875,-7.865,180.0,top
