Designator,Mid X,Mid Y,Rotation,Layer
R67,163.4,-43.43,0.0,top
R68,204.1,-43.43,0.0,top
R69,244.7,-43.43,0.0,top
R7,41.5,-9.04,0.0,top
R70,41.5,-41.83,0.0,top
R71,82.1,-41.83,0.0,top
R72,122.8,-41.83,0.0,top
R73,163.4,-41.83,0.0,top
R74,204.1,-41.83,0.0,top
R75,244.7,-41.83,0.0,top
R76,41.5,-45.03,0.0,top
R77,82.1,-45.03,0.0,top
R78,122.8,-45.03,0.0,top
R79,163.4,-45.03,0.0,top
R8,82.1,-9.04,0.0,top
R80,204.1,-45.03,0.0,top
R81,244.7,-45.03,0.0,top
R82,41.5,-55.96,0.0,top
R83,82.1,-55.96,0.0,top
R84,122.8,-55.96,0.0,top
R85,163.4,-55.96,0.0,top
R86,204.1,-55.96,0.0,top
R87,244.7,-55.96,0.0,top
R88,130.2,-43.425,90.0,top
R89,139.2,-43.4,90.0,top
R9,122.8,-9.04,0.0,top
R90,147.2,-43.4,90.0,top
R91,147.2,-54.3,90.0,top
R92,41.5,-54.36,0.0,top
R93,82.1,-54.36,0.0,top
R94,122.8,-54.36,0.0,top
R95,163.4,-54.36,0.0,top
R96,204.1,-54.36,0.0,top
R97,244.7,-54.36,0.0,top
R98,41.5,-52.76,0.0,top
R99,82.1,-52.76,0.0,top
