Designator,Footprint,Quantity,Value,LCSC Part #
"J1, J2, J3",PinHeader_1x02_P2.54mm_Vertical,3,Conn_01x02,
SW1,SW_CuK_OS102011MA1QN1_SPDT_Angled,1,SW_SPDT,
