Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R1,1k,R_0603_1608Metric,8,-15.5,-90,top
R2,1k,R_0603_1608Metric,8,-25.5,-90,top
R3,1k,R_0603_1608Metric,8,-35.5,-90,top
R4,1k,R_0603_1608Metric,9.6,-35.5,90,top
R5,1k,R_0603_1608Metric,35,-15.5,-90,top
R6,1k,R_0603_1608Metric,35,-25.5,-90,top
R7,1k,R_0603_1608Metric,35,-35.5,-90,top
R8,1k,R_0603_1608Metric,33.4,-35.5,90,top
U1,74HC595,SOIC-16_3.9x9.9mm_P1.27mm,25,-28,0,top
